,Title,Author,Issue,Type ,Description,Date
260,Back and Forth: Library Space,"Sellers, Christine L.",Issue 4,article,Regular Feature,2012
261,Back and Forth: Library Space,"Gragg, Phillip",Issue 4,article,Regular Feature,2012
262,Memorial: Albert O. Brecht (1946-2012),"Rasmussen, Robert K.",Issue 4,article,Regular Feature,2012
263,Memorial: Albert O. Brecht (1946-2012),"Nelson, Dorothy W.",Issue 4,article,Regular Feature,2012
264,Memorial: Albert O. Brecht (1946-2012),"Ross, Amy A.",Issue 4,article,Regular Feature,2012
265,Memorial: Albert O. Brecht (1946-2012),"Gasaway, Laura N.",Issue 4,article,Regular Feature,2012
266,How Federal Statutes Are Named,"Strause, Renata E.B.",Issue 1,article,,2013
267,How Federal Statutes Are Named,"Bennett, Allyson R.",Issue 1,article,,2013
268,How Federal Statutes Are Named,"Tully, Caitlin B.",Issue 1,article,,2013
269,How Federal Statutes Are Named,"Bellis, M. Douglass",Issue 1,article,,2013
270,The Public Mission of the Public Law School Library,"Lenz, Connie",Issue 1,article,,2013
271,Forensic Bibliography: Reconstructing the Library of George Wythe,"Tesar, Linda K.",Issue 1,article,,2013
272,"Information Is Cheap, but Meaning Is Expensive: Building Analytical Skill into Legal Research Instruction","Harker, Yasmin Sokkar",Issue 1,article,,2013
273,Keeping up with New Legal Titles,"Keele, Benjamin J.",Issue 1,article,Review Article,2013
274,Keeping up with New Legal Titles,"Sexton, Nick",Issue 1,article,Review Article,2013
275,Bitten by the Reading Bug,"Whisner, Mary",Issue 1,article,Regular Feature,2013
276,A Legislative History of the Affordable Care Act: How Legislative Procedure Shapes Legislative History,"Cannan, John",Issue 2,article,,2013
277,Library Services for the Self-Interested Law School: Enhancing the Visibility of Faculty Scholarship,"Canick, Simon",Issue 2,article,,2013
278,Training in FCIL Librarianship for Tomorrow's World,"Agrawal, Neel Kant",Issue 2,article,,2013
279,Other Uses of Legislative History,"Whisner, Mary",Issue 2,article,Regular Feature: Practicing Reference,2013
280,"How to Impress Your Boss, Win Friends, and Influence People","Maxwell, Lynne F.",Issue 2,article,Regular Feature: Making Management Work,2013
281,Challenging the Status Quo,"Gabriel, Raquel J.",Issue 2,article,Regular Feature: Diversity Dialogues,2013
282,Academic Libraries and the Crisis in Legal Education,"Tung, Genevieve Blake",Issue 3,article,,2013
283,Resources to Begin the Study of Jewish Law in Conservative Judaism,"Hollander, David",Issue 3,article,,2013
284,Issues and Trends in Collection Development for East Asian Legal Materials,"Lee, Jootaek",Issue 3,article,,2013
285,Issues and Trends in Collection Development for East Asian Legal Materials,"Zhang, Xiaomeng",Issue 3,article,,2013
286,Issues and Trends in Collection Development for East Asian Legal Materials,"Okuhara, Keiko",Issue 3,article,,2013
287,Issues and Trends in Collection Development for East Asian Legal Materials,"Ma, Evelyn",Issue 3,article,,2013
288,A Third Place for the Law Library: Integrating Library Services with Academic Support Programs,"Walker, David C.",Issue 3,article,,2013
289,Some Guidance about Federal Agencies and Guidance,"Whisner, Mary",Issue 3,article,Regular Feature: Practicing Reference,2013
290,Lawyers Can't Be Luddites Anymore: Do Law Librarians Have a Role in Helping Lawyers Adjust to the New Ethics Rules Involving Technology,"Jackson, Darla W.",Issue 3,article,Regular Feature: Thinking about Technology,2013
291,Selected Readings on Diversity Issues: Part I,"Gabriel, Raquel J.",Issue 3,article,Regular Feature: Diversity Dialogues,2013
292,Coming into the Country: Resolutions of a New Law Library Director,"Maxwell, Lynne F.",Issue 3,article,Regular Feature: Making Management Work,2013
293,Locked Collections: Copyright and the Future of Research Support,"Jones, D. R.",Issue 4,article,,2013
294,A View from the Flip Side: Using the Inverted Classroom to Enhance the Legal Information Literacy of the International LL.M. Student,"Lemmer, Catherine A.",Issue 4,article,,2013
295,Oh My Blawg - Who Will Save the Legal Blogs,"Young, Caroline",Issue 4,article,,2013
296,Analytical Research Guide to Federal Indian Tax Law,"Clark, M. Christian",Issue 4,article,,2013
297,Marketing and Outreach in Law Libraries: A White Paper,"Dabney, L. Cindy",Issue 4,article,,2013
298,Marketing and Outreach in Law Libraries: A White Paper,"Runyon, Amanda",Issue 4,article,,2013
299,"Baker, H. Robert Prigg v. Pennsylvania: Slavery, the Supreme Court, and the Ambivalent Constitution","deMaine, Susan David",Issue 4,reviews,Keeping up with New Legal Titles,2013
300,"Banner, Stuart. The Baseball Trust: A History of Baseball's Antitrust Exemption","Rubin, Dana",Issue 4,reviews,Keeping up with New Legal Titles,2013
301,"Cass, Ronald A., and Keith H. Hylton. Laws of Creation: Property Rights in the World of Ideas","Wertkin, Jennifer",Issue 4,reviews,Keeping up with New Legal Titles,2013
302,"Crawford, Susan. Captive Audience: The Telecom Industry and Monopoly Power in the New Gilded Age.","Hibbler, L. Elliott",Issue 4,reviews,Keeping up with New Legal Titles,2013
303,"Daily, James E., and Ryan M. Davidson. The Law of Superheroes","Wimer, Jessica",Issue 4,reviews,Keeping up with New Legal Titles,2013
304,"Gerrard, Michael B., and Gregory E. Wannier, eds. Threatened Island Nations: Legal Implications of Rising Seas and a Changing Climate","Reinke, Janet Lewis",Issue 4,reviews,Keeping up with New Legal Titles,2013
305,He Weifang. In the Name of Justice: Striving for the Rule of Law in China,"Sturgeon, Roy L.",Issue 4,reviews,Keeping up with New Legal Titles,2013
306,"Houppert, Karen. Chasing Gideon: The Elusive Quest for Poor People's Justice","Willis, Clare Gaynor",Issue 4,reviews,Keeping up with New Legal Titles,2013
307,"Howarth, David. Law as Engineering: Thinking About What Lawyers Do","Black-Dorward, Alissa",Issue 4,reviews,Keeping up with New Legal Titles,2013
308,"Hudson, John. The Oxford History of Laws of England: Volume II, 871-1216","Fishman, Joel",Issue 4,reviews,Keeping up with New Legal Titles,2013
309,"Liebert, Tobe. Abortion in the United States: A Compilation of Federal and State Laws","Sampson, Sara",Issue 4,reviews,Keeping up with New Legal Titles,2013
310,"Selwyn, Laurie, and Virginia Eldridge. Public Law Librarianship: Objectives, Challenges, and Solutions","Almoite, Benjamin T.",Issue 4,reviews,Keeping up with New Legal Titles,2013
311,"Sotomayor, Sonia. My Beloved World","Butler, Margaret",Issue 4,reviews,Keeping up with New Legal Titles,2013
312,Thanking and Being Thanked,"Whisner, Mary",Issue 4,article,Regular Feature: Practicing Reference,2013
313,Selected Readings on Diversity Issues: Part II,"Gabriel, Raquel J.",Issue 4,article,Regular Feature: Diversity Dialogues,2013
314,Memorial: Grace Betty Woodall Taylor (1926-2013),"Price, Kathleen",Issue 4,notes,Regular Feature,2013
315,Memorial: Grace Betty Woodall Taylor (1926-2013),"Donnelly, Rick",Issue 4,notes,Regular Feature,2013
316,Memorial: Grace Betty Woodall Taylor (1926-2013),"Chanin, Leah",Issue 4,notes,Regular Feature,2013
317,Memorial: Grace Betty Woodall Taylor (1926-2013),"Adkins, Andy",Issue 4,notes,Regular Feature,2013
318,Memorial: Colleen Kristl Pauwels (1947-2013),"Fariss, Linda K.",Issue 4,notes,Regular Feature,2013
319,Book Burning in the Twenty-First Century: ABA Standard 606 and the Future of Academic Law Libraries as the Smoke Clears,"Whiteman, Michael",Issue 1,article,,2014
320,"Are You Doing It Backward - Improving Information Literacy Instruction Using the AALL Principles and Standards for Legal Research Competency, Taxonomies, and Backward Design","Talley, Nancy B.",Issue 1,article,,2014
321,"Mentoring, Teaching, and Training the Next Generation of Law Librarians: Past and Present as Prologue to the Future","Chiorazzi, Michael G.",Issue 1,article,,2014
322,It's All Enumerative: Reconsidering Library of Congress Classification in U.S. Law Libraries,"Hallows, Kristen M.",Issue 1,article,,2014
323,Keeping up with New Legal Titles,"Keele, Benjamin J. ",Issue 1,article,Review Article,2014
324,Keeping up with New Legal Titles,"Sexton, Nick",Issue 1,article,Review Article,2014
325,Book Review: The Accidental Law Librarian,"Greenfield, Elizabeth A.",Issue 1,article,Review Article,2014
326,There Oughta Be a Law - A Model Law,"Whisner, Mary",Issue 1,article,Regular Feature: Practicing Reference,2014
327,AALL Diversity Redelineated,"Wheeler, Ronald",Issue 1,article,Regular Feature: Diversity Dialogues,2014
328,The History of the American Bar Association Accreditation Standards for Academic Law Libraries,"Belniak, Theodora",Issue 2,article,,2014
329,Law Firm Knowledge Management: A Selected Annotated Bibliography,"Winston, Andrew M.",Issue 2,article,,2014
330,Whatever Tribal Precedent There May Be: The (Un)Availability of Tribal Law,"Shucha, Bonnie",Issue 2,article,,2014
331,Breaking down the Black Box: How Actor Network Theory Can Help Librarians Better Train Law Students in Legal Research Techniques,"Lihosit, Judith",Issue 2,article,,2014
332,"A Preliminary Legal Bibliography of the Pitcairn Islands, South Pacific Ocean","Eshleman, Michael O.",Issue 2,article,,2014
333,Keeping up with New Legal Titles,"Keele, Benjamin J.",Issue 2,reviews,Review Article,2014
334,Keeping up with New Legal Titles,"Sexton, Nick",Issue 2,reviews,Review Article,2014
335,The 4-1-1 on Lawyer Directories,"Whisner, Mary",Issue 2,article,Practicing Reference,2014
336,Let's Talk about Race,"Wheeler, Ronald",Issue 2,article,Diversity Dialogues,2014
337,Gail Hartzell (1946-2013),"Goodman, Naomi",Issue 2,comments,Memorial,2014
338,"Jose Federico (Fico) Rodriguez (1922-2013): A Warm, Loving Man","AsKew, Sally Curtis",Issue 2,comments,Memorial,2014
339,"Jose Federico (Fico) Rodriguez (1922-2013): A Warm, Loving Man","Campbell, Vivian",Issue 2,comments,Memorial,2014
340,"Jose Federico (Fico) Rodriguez (1922-2013): A Warm, Loving Man","Durkin, Margaret M. R.",Issue 2,comments,Memorial,2014
341,"Jose Federico (Fico) Rodriguez (1922-2013): A Warm, Loving Man","Kurtz, Paul M.",Issue 2,comments,Memorial,2014
342,Is This a Profession? Establishing Educational Criteria for Law Librarians,"Caulfield, Elizabeth",Issue 3,article,,2014
343,The ABA Section on Legal Education Revisions of the Law Library Standards: What Does It All Mean,"Russell, Gordon",Issue 3,article,,2014
344,What about the Majority: Considering the Legal Research Practices of Solo and Small Firm Attorneys,"Lawson, Joseph D.",Issue 3,article,,2014
345,A Century's Worth of Access: A Historical Overview of Cataloging in Law Library Journal,"McGrath, Ellen",Issue 3,article,,2014
346,Information Literacy Learning Outcomes among Undergraduate Law Students in Two African Universities,"Lawal, Vicki",Issue 3,article,,2014
347,Information Literacy Learning Outcomes among Undergraduate Law Students in Two African Universities,"Underwood, Peter",Issue 3,article,,2014
348,Keeping up with New Legal Titles,"Keele, Benjamin J.",Issue 3,article,Review Article,2014
349,Keeping up with New Legal Titles,"Sexton, Nick",Issue 3,article,Review Article,2014
350,Getting to Know Fastcase,"Whisner, Mary",Issue 3,article,Practicing Reference,2014
351,Stereotype Threat and Law Librarianship,"Wheeler, Ronald",Issue 3,article,Diversity Dialogues,2014
352,"Legal Education in Crisis, and Why Law Libraries Are Doomed","Milles, James G.",Issue 4,article,,2014
353,Like Mark Twain: The Death of Academic Law Libraries Is an Exaggeration,"Hirsh, Kenneth J.",Issue 4,article,,2014
354,From Disability to Usability in Online Instruction,"deMaine, Susan David",Issue 4,article,,2014
355,"Categorizing the Useful Arts: Part, Present, and Future Development of Patent Classification in the United States","Simmons, Heather J. E.",Issue 4,article,,2014
356,"Vale Bunny Watson: Law Librarians, Law Libraries, and Legal Research in the Post-Internet Era","Hutchinson, Terry",Issue 4,article,,2014
357,Keeping up with New Legal Titles,"Keele, Benjamin J.",Issue 4,article,Review Article,2014
358,Keeping up with New Legal Titles,"Sexton, Nick",Issue 4,article,Review Article,2014
359,"The Emergency Sasquatch Ordinance and Other Real Laws That Human Beings Actually Dreamed up, Enacted, and Have Sometimes Even Enforced","Rosen, Louis M.",Issue 4,reviews,Book Review,2014
360,Race and the Reference Librarian,"Whisner, Mary",Issue 4,article,Practicing Reference,2014
361,"Cybersecurity: Breaches and Heartbleed to BYOD- Are Bankers, Entertainment Company Executives, Celebrities, Postal Workers, Ice Cream Lovers, Home Builders, and CIOs the Only Ones Who Should Be Concerned","Jackson, Darla W.",Issue 4,article,Thinking about Technology,2014
362,To Meet or Not to Meet: That Is the Question,"Maxwell, Lynne F.",Issue 4,article,Making Management Work,2014
363,Law Libraries and Laboratories: The Legacies of Langdell and His Metaphor,"Danner, Richard A.",Issue 1,article,,2015
364,Assessing the Effectiveness of Single-Session Legal Research Skill Instruction through Pre- and Post-Testing: A Case Study,"Lutkenhaus, Rebecca",Issue 1,article,,2015
365,Assessing the Effectiveness of Single-Session Legal Research Skill Instruction through Pre- and Post-Testing: A Case Study,"Wallace, Karen",Issue 1,article,,2015
366,Nowhere to Run; Nowhere to Hide: The Reality of Being a Law Library Director in Times of Great Opportunity and Significant Challenges,"Aranas, Pauline",Issue 1,article,,2015
367,Nowhere to Run; Nowhere to Hide: The Reality of Being a Law Library Director in Times of Great Opportunity and Significant Challenges,"Barkan, Steven M.",Issue 1,article,,2015
368,Nowhere to Run; Nowhere to Hide: The Reality of Being a Law Library Director in Times of Great Opportunity and Significant Challenges,"Bintliff, Barbara",Issue 1,article,,2015
369,Nowhere to Run; Nowhere to Hide: The Reality of Being a Law Library Director in Times of Great Opportunity and Significant Challenges,"Fox, Darin K.",Issue 1,article,,2015
370,Nowhere to Run; Nowhere to Hide: The Reality of Being a Law Library Director in Times of Great Opportunity and Significant Challenges,"Hazelton, Penny A.",Issue 1,article,,2015
371,Nowhere to Run; Nowhere to Hide: The Reality of Being a Law Library Director in Times of Great Opportunity and Significant Challenges,"Howland, Joan S.",Issue 1,article,,2015
372,Inclusion and Participation: Law Librarians at Law Faculty Meetings,"Schneider, Charlotte D.",Issue 1,article,,2015
373,Keeping up with New Legal Titles,"Keele, Benjamin J.",Issue 1,reviews,Review Article,2015
374,Keeping up with New Legal Titles,"Sexton, Nick",Issue 1,reviews,Review Article,2015
375,Memorial: Nancy P. Johnson (1949-2014),"Niedringhaus, Kristina L.",Issue 1,article,,2015
376,Memorial: Nancy P. Johnson (1949-2014),"Wright, Judith",Issue 1,article,,2015
377,Memorial: Nancy P. Johnson (1949-2014),"Foster, Lynn",Issue 1,article,,2015
378,Memorial: Nancy P. Johnson (1949-2014),"Puckett, E. Ann",Issue 1,article,,2015
379,Memorial: Nancy P. Johnson (1949-2014),"Wheeler, Ronald E.",Issue 1,article,,2015
